Stockholmpad;82;;2532  SM;Lapstreek                      ;Z.;van;Haan;erzol;2cKGCTH0;880052788
Berkendaal;124;;6490  CG;Overlangbroek                  ;R.F.;van;Postma;numb234xl;6ZGWhozf;6176082
Frida Kahlopad;78;II;4946  BV;Smakt                          ;U.;van;Willems;controlenqj;6l60sW44;404126595
Grondelstraat;66;;9634  LL;Gortel                         ;M.;van;Smit;mauhantske;W7C3GouH;569977952
Jan Ginkelslaan;59;;7036  WM;Almen                          ;J.;van;Veen;crygiergenorbme;Aeod96me;645348533
Tillemakade;75;bis;5003  NM;Aetveldsche Polder             ;Z.U.;;Wijk;ce1ce2r1lt;64bmsKBy;276989259
Malvastraat;98;;7184  ID;Sijbekarspel                   ;L.;;Laan;hlapnostipq;7HHyDLCz;339654739
Oranjeplein;72;;1055  JZ;Schutwijk                      ;N.W.P.;van;Ven;pargolonv;ReBxD7fd;46973874
De Meent;123;;3969  FM;Jistrum                        ;S.H.;van de;Schipper;toonienryln;lDruJOIO;165924858
Yukonweg;116;a;5127  OT;Horn, Den                      ;H.;;Hoekstra;dreamerworldme;RTbjENSK;752378429
Soldanellestraat;0;bis;5074  JV;Teteringen                     ;C.D.;;Groot;puhkompr;uzj9lVIc;98243718
Starrenburgerstraat;78;I;6726  OO;Geloo                          ;A.;de;Haan;inchunamu;akKNq12L;105464016
Professor Bolkstraat;138;;2760  MK;Hardenberg                     ;L.N.;;Dekker;fernerhinlb;DtfnhYb0;316194049
Pernisseweg;89;;3211  OO;Nieuwlande                     ;U.;van der;Evers;apraditzd;Smtw0lhE;94077460
Hendrick Sorchstraat;6;II;2575  PO;Wieksloot                      ;E.;van;Bruin;chooncuchbj;VAMgwutG;378626991
Dawespad;85;;5279  OF;Uiteinde                       ;A.;de;Kuipers;bircuilladc;Oeufew2R;863956919
Borselaarstraat;87;;7388  PB;Hempens                        ;T.D.;de;Boer;caummaweaturifn;Zgehfqq8;99414260
Boterbloem;130;;9595  BL;Deil                           ;D.R.;van;Ruiter;humbertrizxt;NTDXeVB0;265258820
Wagenbergstraat;32;bis;2055  BS;Oud-Bodegraven                 ;B.W.;;Willemsen;4ahrskmb;voq2TTHI;237651452
Jaap Quackensteeg;136;bis;6720  DN;Zuidplaspolder (ged.)          ;A.W.;van;Koster;pochopithy;8cXlIYdI;999161726
Leen van Ooijenstraat;70;;8458  BT;Heinist                        ;N.C.I.;van;Velden;aluguerwe;frZvSpCF;592701219
Winterkoningstraat;112;;4217  PD;Staphorst                      ;A.;;Linden;pjfitzyjo;jgDxbeHG;410200499
Hoogvlietschegat;35;b;7254  VD;Bernisse                       ;Z.;;Timmermans;agitujudy;D8Iw1qe9;731655072
Gijsbert Dorrenboomsteeg;1;bis;5984  BJ;Loo                            ;B.;;Kok;galoschevz;CctlbG4r;362494836
Sint Laurensstraat;49;bis;1069  RV;Langelo                        ;C.;van;Meijer;lwakhefx;93W1syGL;931402621
Perengaarde;42;;4574  DH;Oss                            ;R.G.;van;Loon;ncewsinseshyjv;Pjj1y1Hc;988476459
Puttershoekstraat;58;;3433  DO;Velswijk                       ;U.W.;;Maas;glyworryprelsqd;9pI9PXgr;297198518
Dolf Henkesplein;56;;4944  NU;Loo                            ;G.;;Koning;neonovoxg;aKNmrQNz;916332792
Albert de Booijhof;28;;3455  DR;Franekeradeel                  ;H.;;Post;muoksoy;SJAlih78;624643554
Kameraarstraat;109;II;8617  RV;Meezenbroek                    ;R.;van de;Dongen;ciegosdecineci;Bp8aqOmy;431142361
Gasthuissteeg;126;;3366  NT;Fransum                        ;B.;;Bosman;fiendph;e6H44Yvd;515712176
Wijnhaven;133;b;2325  PR;Rinsumageest                   ;E.;van;Heuvel;burgerqueen09op;Iiz00nJ2;880849071
Bruinissestraat;136;bis;3543  JA;Oirlo                          ;V.H.;;Boer;zavejanoz;7knpBtwd;928707520
Abraham Kuyperlaan;14;;9663  BT;Lovendaal                      ;Z.N.W.;de;Scholten;jabbermo;TEnjtJRH;535101995
Ghisebrecht Bokellaan;10;;4876  PS;Paauw, De                      ;I.;van de;Bosman;inhistomocd;OyLSwh6f;906843522
Blindeweg;12;I;9157  WF;Midsland                       ;B.A.;;Prins;kuchararaic;zFpI30K0;874209146
Oud Pernisseweg ;67;bis;3962  GI;Werkhoven                      ;J.;;Vermeulen;o5geytw;t9y6B6iv;618208021
Spangesekade;56;I;2373  JK;Barger-Erfscheidenveen         ;J.L.;;Prins;klopitfa;KFOdpGVe;93049766
Pluizenmeer;85;;5925  AC;Gerverscop                     ;E.;;Gerritsen;insidersoj;fH7LYc2y;419564019
Stoutenburg;1;bis;5610  VE;Odoorn                         ;T.J.;;Haan;faeminofa;RqhUz244;710070780
Schoonderloostraat;133;;7056  JB;Noordbarge                     ;U.P.;de;Meer;mentariyl;0C9LHqgs;418047200
Wegedoorn;99;;9471  NU;Biesstraat                     ;F.;van de;Wit;lanzuio;66FvLBJ1;751727969
Zuidenwijdselaan;116;II;5645  CW;Loveren                        ;R.I.;;Wolters;neumrlimrb;iPMg2NPT;69680024
Philips Willembrug;70;;2600  HN;Domwier                        ;S.B.;;Visser;towarekwi;e7NO9QRi;361195266
Binnenvest;119;bis;9634  LL;Gortel                         ;P.I.F.;;Prins;arhaizmomwe;tZ4bqkDw;172695223
Ackersdijckstraat;15;b;4120  KP;Wittem                         ;R.;;Hofman;calotepl;qi2bUKcc;370076424
Strijensestraat;48;II;7738  JS;Piepert                        ;D.;de;Haan;cementarsgd;AYtBMju2;799323081
Woensdrechtstraat;70;;9887  LV;Guttecoven                     ;V.;;Hoekstra;particolaqh;phPx9HPB;608544693
Wikke;9;;2805  NJ;Oudega                         ;J.;van der;Wit;vernacevw;HTN8eqDE;666136403
Beukenlaan (RZ);12;;9174  ZG;Ilp, Den                       ;R.;van;Jacobs;buiksugem;JEQDp3QZ;574637497
Vest;107;;9641  VW;Heukelom                       ;O.;;Driessen;dpratzarabelo;2kBOD6Q3;557297229
Koninginnenhoofd;73;II;2904  UW;Heemskerk                      ;M.S.;;Dam;sedanjostxp;nFAwnq85;878039296
Ahoypad;69;;9694  NR;Assendorp                      ;C.C.U.;;Leeuwen;jeanitayw;kVbylPd5;964168765
Linker Rottekade ;63;;9174  ZG;Ilp, Den                       ;H.H.Z.;;Laan;anafiiv;u5IT8zT0;125152693
Bachlaan;4;;2829  OL;Menzel                         ;N.I.K.;;Haan;ulysse74rd;TuXxzNzX;247568375
Ruwaardstraat;114;a;7950  KW;Oudedijk                       ;I.T.;;Groot;fsxsimvm;tatRABVU;48169420
Nieuwe Kerkstraat ;89;;1055  JZ;Schutwijk                      ;R.;;Dongen;inhevewhavaregp;w8tRXHWr;809986218
Westkade;34;;9764  MU;Hoogendijk                     ;D.E.;;Peeters;anexeftfemfutml;LFlTee38;766420991
Aelbrechtsluis;49;b;5279  OF;Uiteinde                       ;I.;van der;Pol;seibwyryp;IZEiNefh;521034826
Jodenstee;31;bis;9175  EZ;Kerkberg                       ;J.;van;Pol;seascse;oI9Zk5UQ;791513798
's-Gravenweg ;52;;8263  NJ;Biggekerke                     ;D.;van;Meijer;reurneenladdyon;boI96EAR;199150606
Dirk Rademakerkade;3;;1978  PF;Diessen                        ;J.G.E.;van der;Jonge;llavoravaig;jVKy0MFS;981010489
Brederodestraat;94;;1189  DJ;Wetsinge                       ;M.;;Vos;glinenacnu;MkaAyqRX;424263166
Kiezelstraat;31;II;1646  WF;Boshoven                       ;B.;;Bos;enzelwans;01Xt5Rjg;491189758
Pistoolhaven;105;;7523  PU;Wormer                         ;L.N.;de;Loon;palabracciontq;f2plGZc1;122726881
Akselsekreek;57;bis;2809  SF;Agobuurt                       ;S.;van de;Beek;thepochettessj;VXy5KeXw;295002475
Horsenserf;70;;6233  CR;Nieuwenhuishoek                ;V.;;Brouwer;johnnysbiotchev;y988yZ5H;208093205
Sonneblomsteeg;101;;5003  NM;Aetveldsche Polder             ;Z.;;Meulen;subversiepb;Z3a5Tul9;58138432
Meeuwenwetering;12;;5330  RJ;Tiggelt                        ;T.;van der;Wal;wielkookiwn;wKucKGdF;645087774
Kortevaart;7;;3433  DO;Velswijk                       ;K.;;Veenstra;jianluvlingpi;ELKo1HVy;602309591
Hofje Arbeid Adelt;31;a;5202  NF;Noordscheschut                 ;T.;van;Smits;nomliemakamvb;P4Fo3K63;589806592
Willaertsdijkje;19;;9663  BT;Lovendaal                      ;F.H.;;Peeters;havajskimem;Mg7GKsPh;863155777
Dolf Henkesplein;34;b;8054  ZZ;Hoogezand-Sappemeer            ;V.U.;de;Jonge;emoffcitmafga;cjuX1HCE;101679579
Formenterastraat;53;;6671  TA;Neck (ged.)                    ;G.D.;;Jonker;lipspiffcrigevp;tn4t6Y3V;853811180
Plein Loods 24;125;;6253  NL;Langereis (ged.)               ;D.K.;de;Wal;kratosike;2Ij5tp7g;911330513
Willem Hedalaan;137;;6001  PK;Wedderheide                    ;D.T.;;Hendriks;kalrislervi;FdWqFLHS;237335852
Utenhagestraat;143;bis;3366  NT;Fransum                        ;Z.;;Vliet;agurkynasic;6bP6TsKm;652018695
Noordplein;23;;4203  TS;Steelhoven                     ;B.;;Schipper;poitouje;PNQUMSPO;527595755
Sint- Andriesstraat;13;;8929  DB;Herbaijum                      ;U.;van;Bruin;poncivesbr;A0T4yZjd;589063625
Halvemaanpassage;144;a;2799  JO;Roer                           ;A.;;Brink;kvendiul;dgES3mL8;232471563
Spastraat;79;;6720  DN;Zuidplaspolder (ged.)          ;S.;van de;Groot;jauchevz;yAdr4XNT;573515256
Mechtildisstraat;23;;8605  KL;Wymbritseradiel                ;R.;;Velden;hoseleistxs;LEOywEn8;65562562
Sint-Anthonisgasthuissteeg ;29;II;4112  RS;Baflo                          ;A.;;Broek;kalegarn;Ngblgvzt;50672587
Wederik;94;I;6293  HR;Termunterzijl                  ;A.K.;de;Mulder;velathacuuhxt;LemNA8U9;851523699
Björnsonweg;80;b;5768  DH;Sopsum                         ;P.O.H.;;Bos;slavicrg;I8zL6nER;429856465
Generaal van der Heijdenstraat;30;;4902  ZO;Laar                           ;T.W.B.;;Bosman;ceathairnn;2spy7NFU;752384685
Drakenburg;71;b;5910  IA;Hoogwoud                       ;R.;;Scholten;readmetomdp;4QfjlPN8;864305345
Slaghekstraat;24;I;1071  ZG;Engwierum                      ;A.;van;Vries;swossyappeamevz;40UDhPMZ;90050678
Oudeweg;144;;7421  TI;Drongelen                      ;O.;;Vink;unigmagninkeo;XlL3JqTL;323233417
Brigadier Aad de Jonghof;44;;6548  EO;Nieuwe Abeele                  ;D.;van de;Boer;bane6gd;Tjj17ZUa;787369494
Pastinaak;39;;5588  ED;Keijenborg                     ;Z.;;Loon;csapolhatvq;PaubZhi4;680591217
Vredehagen;75;;7254  VD;Bernisse                       ;I.;;Boer;sunnyskyle;rcHI2tIZ;998886178
Molenvliet;51;;8474  BU;Bontemorgen                    ;T.;;Leeuw;hinterpolyx;Pu2yUVkN;595622331
Koningslaan;70;b;5963  RF;Eede                           ;N.G.;;Veenstra;tornatsbw;fDNmCIxs;205889426
Weezensteeg;32;bis;7899  PR;Boeimeer                       ;W.;van;Peeters;siervoel;S2DSjVVL;361487642
Loods Holland;131;a;6610  UF;Rijnwoude                      ;O.;;Dijk;lokpunhe;9Cua6c0V;269283195
Bijlwerffstraat;141;;9375  ZN;Lage Zandschel                 ;N.B.;de;Jacobs;izinteladu;GbuB8Oom;573242331
Art Tatumstraat;39;;9865  VM;Baamsum                        ;Z.;;Berg;rhewlynbe;rcJ5UgwN;797572508
Wilgenoord;85;I;6099  HI;Poeldijk                       ;J.O.O.;van;Peeters;pozzolipv;iaFC7Ane;102860816
Oranje Nassaustraat;28;b;4574  DH;Oss                            ;I.;van;Vermeulen;brotountywg;dRpj5zeL;538486004
Vliegwielpad;145;;9911  AU;Heikant                        ;D.Z.;de;Willemsen;pagsabognb;KImRxLeZ;339625545
Kralingse Plaslaan;124;bis;4815  HN;Zuidhoek                       ;T.;;Dam;ab2rekrd;YX4TeAGw;895181186
Socratesstraat;52;;1028  PU;Kommerdijk                     ;K.K.;;Vries;quariajahgp;Km9QXw6a;274969920
Dijkstraat;47;bis;2494  EC;Nieuw-Millingen                ;Z.V.O.;de;Schipper;perlsbergjz;nuts5IeO;815734062
Herman Gorterstraat;66;;5185  NJ;Niemeskant                     ;M.H.;;Loon;cpvvamesiakq;rBGYnVXl;906000865
Marinus van der Stoepstraat;90;;6667  ET;Weilenseind                    ;W.;;Laan;anatumikape;T1f8BWEl;798788987
Tocht van  Terbregge;36;bis;5293  VK;Moesel                         ;M.;;Heijden;faveliox;iNbfjhpH;130132858
C.P. Tielestraat ;101;;4941  PR;Schore                         ;C.;;Boer;carkdodaybe;LT0QBoE4;279584131
Leuvesluis;146;bis;3685  NR;Gemert-Bakel                   ;A.;;Laan;lokahal;Zl2mhYIa;50184490
Nieuwe Kleiweg;93;;5163  CS;Numansdorp                     ;I.;van der;Willems;victororelnh;ZXiATWWb;497638356
Horstenpad;72;;7895  UB;Bovenkerk                      ;Z.T.;;Lange;reribulkbeelohk;K8r4pRKb;709675756
Björnsonweg;122;;9329  EK;Hoeve, De                      ;T.;;Prins;wildlandsq;KU2miGph;357018795
Schie- Schiekanaal;129;;4835  ZH;Nieuwe Brug                    ;I.;van der;Groen;tekjurnaryh;2qEipmtp;856549150
Betje Wolffstraat;3;II;1495  RM;Dearsum                        ;P.;;Janssen;hodysd;kL1dIWps;884337480
Oude Manege;89;;2829  OL;Menzel                         ;V.;van;Linden;thementagrr;5RvtIgEs;813957783
De Duizend  Vreesen;9;;1086  MW;Donk                           ;U.;van de;Loon;nhamington312fk;bFPtleLn;728408326
Schiebroeksepark;139;I;6533  TP;Plasmolen                      ;G.T.;de;Koster;teserafx;FqG6M0u8;995318335
Prinses Beatrixplantsoen;15;bis;3630  UO;Simpelveld                     ;F.;;Gerritsen;flagelarmw;VvlErK7w;607108368
Aernt Bruunstraat;121;;3849  MI;Westeinde                      ;D.;van der;Heijden;seeskipoi;CCZkTEN5;934211243
Schoepstraat;52;;1055  JZ;Schutwijk                      ;V.;de;Groen;brasilia2013te;kCyGRj4w;512189006
Bommelerwaard;31;II;7691  IL;Jarringa                       ;D.;;Jansen;siartvk;KKCxU8EP;104578646
Hesselskamp;68;;1071  ZG;Engwierum                      ;H.;van de;Kuiper;krestadv;CZu5KAAm;605649261
Stoutenburg;66;;6559  DT;Oosteinde                      ;J.;;Meulen;tiranskuch;dAG7fuaz;579192465
Plein Loods 24;113;II;3848  LM;Mariahoeve                     ;S.;;Visser;bmw8913ik;7IfX3juM;662039075
Sint- Jobsweg;97;;3150  UV;Kemp, De                       ;B.L.;;Groot;bananalindsayxk;57kYdYOQ;7330662
Vergulde Draeckweg;51;bis;5279  OF;Uiteinde                       ;N.;;Molenaar;bezvodamn;YiUITv57;160763
Koningshoofd;28;I;8929  DB;Herbaijum                      ;P.S.;;Dam;uathuwv;7LclfmVm;803796419
Robbensingel;73;II;3277  OI;Bantega                        ;G.;de;Vos;sparddaydayzn;6ak8uOUy;69205322
Hofje Lammetjegroen;82;b;6293  HR;Termunterzijl                  ;D.F.;van der;Koning;vorvakuumuu;Vex0dlZb;630056341
Schiewijk;62;a;3607  AP;Lobith                         ;L.;;Meer;embettyrextgl;EUTxqYDw;363319876
Smokerstraat;51;bis;2678  WF;Smitshoek                      ;B.;de;Meijer;aushadhixl;KQRZdMmi;168061995
1ste en 2de Wandeloorddwarsstraat ;133;;7763  MO;Borne                          ;I.;;Pol;respuestapn;XGqsul2q;124675128
Bergsche Sluis;54;bis;6302  VH;Abtswoude                      ;O.R.U.;de;Jacobs;greenmarocainbn;AyzNUzYz;701839867
Poolsestraat;93;;1407  AS;Slijkenburg                    ;P.C.;;Meijer;moloraur;uS7UQKqB;297201281
Oosteinde;143;;1646  WF;Boshoven                       ;P.S.;;Driessen;rumplezw;AiAO6W73;816262950
Van der Waalslaan;93;I;4254  SR;Laren                          ;Z.;;Hendriks;enrotletzwc;Cxv8Swxs;460056499
Vondelweg;23;;7326  VK;Holthe                         ;H.V.N.;;Broek;zandonadiuw;68g1Hezb;239273217
1ste Katendrechtsehaven ;128;bis;6007  ED;Burdaard                       ;U.;;Pol;antefissaic;8F6Yqwz2;324853336
Loods Holland;31;;2273  HV;Eemten                         ;L.D.;de;Dijkstra;dispensixd;O0PT7WWJ;948476266
Sint Obertussteeg;32;;4815  HN;Zuidhoek                       ;E.;;Vos;ustavomdb;trRmYpP5;75976511
Wijnbrugstraat;107;I;4017  NR;Rijswijk                       ;T.;de;Heuvel;byrdxo;w65ekDpr;598040572
Schuttevaerweg;23;;3433  DO;Velswijk                       ;L.;van de;Jansen;woummajadmildbx;jvqK2ZLP;564240072
Breudijk;94;;8954  SK;Vinkega                        ;O.;;Jansen;kalamburedj;0BIgxFZ2;102837454
Sint-Jobskade;20;;7763  MO;Borne                          ;P.;de;Vries;borsejasqo;7Ro6gd0N;871884471
Korte Schrijnwerkerssteeg;123;;5614  DS;Texel                          ;O.M.;van der;Dam;mucanjery;je2ESr7c;460617205
Marius Richtersstraat;125;a;9237  FZ;Woord                          ;R.;de;Laan;siqaphelerb;WwXXvINE;627558422
Laantje van Moerman;20;;8251  AL;Laagraven                      ;V.;;Scholten;erzlc;kwUSbUUi;454009380
Van Blommesteynweg ;108;;5921  ER;Hurkske                        ;P.;de;Hendriks;cepatagonicosop;Lin2wxPP;976003466
Akselsekreek;24;;8690  UT;Eyserheide                     ;L.J.V.;;Ven;tuklingze;MQuFhARe;338131024
Hofje Arbeid Adelt;77;;3450  TH;Baexem                         ;E.K.K.;de;Hermans;twingendkj;7ObBxZgS;38588183
Eeldestraat;3;;9486  VU;Renesse                        ;D.;;Scholten;ortameqb;vbKH6EZQ;828722997
Jaap Quackenstraat;65;;9303  AU;Donkereind                     ;L.;van de;Bruijn;recasentaoc;XnStVHjH;948630516
Schakelpad;46;bis;5576  CP;Goirke, Het                    ;P.;van;Vos;coclireqh;yNmPne4u;987057340
Dalweg;38;;4112  RS;Baflo                          ;P.;van;Schipper;enlardetzpi;4f6BemtK;904646221
Heiligegeestpoort;49;;8350  NM;Dalem                          ;V.S.;;Broek;kortyzonor;xerCTrtQ;756459175
Cole Porterstraat;2;;5163  CS;Numansdorp                     ;A.;van der;Sanders;cafetavizl;OmkJ4DqB;710470708
Marie Overeijnderweg;32;;8524  VV;Zittard                        ;T.E.;;Koning;tjednimadp;rNrP3vj6;977925377
Paradijssteeg;131;;2186  TZ;Geldrop                        ;N.O.R.;van;Loon;affobegroseva;LpG1LaKj;718008406
Schout Janszpad;135;;8144  GI;Lange Weide                    ;Z.N.;;Velden;gestuuktlm;ocVhDp8r;400675419
Lindenhof;101;;6293  HR;Termunterzijl                  ;A.;de;Bakker;sallenoulfuffzk;LsbP7Crx;557684493
Maeslantkeringweg;37;;3660  WU;Wammert                        ;O.;van der;Dijk;fritsyy;pTnsoHx0;505821783
Oudeweg;148;;2678  WF;Smitshoek                      ;V.;;Driessen;gawgaubredl;7e0SoUbM;251059753
Franscheveld;4;;6244  EE;Appeltern                      ;H.;;Mulder;zazivelagz;785Kwbbi;503289115
Korte Schrijnwerkerssteeg;2;II;6610  UF;Rijnwoude                      ;F.;;Veenstra;umhlaighay;Em8KZyio;577863186
Noorderhavenkade;144;II;8829  ED;Rafelder                       ;F.;de;Verhoeven;patpayatip;sFRQmo1t;297553045
Willaertsdijkje;89;;4139  AE;Beltrum                        ;K.;;Hoekstra;shurismm;D0l35xOa;932247982
Söderblomplaats;4;;8860  EI;Kop van 't Land                ;M.E.;;Vries;didebiliayz;ETUa67sJ;413540261
Veerpad;30;I;4762  RB;Leudal                         ;N.;van;Hofman;2a2ly4uv;tAts0LRB;619106748
Groene Kruisweg;85;;1978  PF;Diessen                        ;U.N.;;Smit;amorosiaim;rIsO8shL;761141194
Woensdrechtstraat;92;;2809  SF;Agobuurt                       ;O.;;Wolters;rizdieserdi;CCNG0CQO;438685362
Overschiese Kerksingel;67;I;4599  CZ;Steeg                          ;E.;;Linden;peintsjy;vLYASrjm;176918772
Slotbrug;62;;2339  DA;Hindeloopen                    ;B.;van de;Graaf;pallhailand;3NPbzGN1;170383672
Graaf Lodewijk van Nassaustraat;136;bis;3450  TH;Baexem                         ;K.;van de;Brink;bhuilichuh;pfOxH6ij;635905383
Bergsche Sluis;129;;2012  VB;Meertenpolder                  ;F.;;Velden;arianyeraqj;I71SJRGe;211017553
Kulk;118;b;5512  HO;Havikkerwaard                  ;F.;van de;Velde;hochlandnw;CFPv80R0;803453644
Sint-Jacobsplaats;7;bis;6963  IN;Leiden                         ;J.L.;van;Meijer;cicanomsj;WGlvn0wM;448516585
Blitterswijkstraat;141;;6141  OA;Muggenbeet                     ;M.W.;van;Prins;deilbhighzq;olk7rDq0;634057327
Mathenesserweg;25;a;9342  VP;Laude                          ;V.;;Velden;cmiraip;Jq3shIHU;507925683
Nieuwelaan;1;I;5080  IC;Heiloo                         ;W.;;Verhoeven;xxluvlyon3xxpa;nwpvFhFC;536115564
De Dijk;79;;6599  NJ;Broekhoven                     ;E.;;Schipper;mantiutsfk;X19l0E9y;398925203
De Heul;18;;2630  IJ;Rekken                         ;N.;van;Jong;niknak607om;1sEr66AP;890498040
Kiezelstraat;124;;8829  ED;Rafelder                       ;F.;van;Veen;empibatsyj;vDiNl1HJ;852626575
De Schans ;106;;5279  OF;Uiteinde                       ;B.;;Jong;mutationak;x8ecoTPm;637622364
Korenmolenstraat;73;;8919  AB;Aijen                          ;T.;de;Wal;gelsinng;UXH5CPCC;306871579
Professor Bolkstraat;120;;9353  PR;Dijkhuisjes                    ;I.;;Vliet;ir2s1a1ibn;hh5nmFdS;83686484
Carousselstraat;37;;8919  AB;Aijen                          ;J.;van de;Heijden;juryledencl;iwFDwnn4;265536716
Meindert Hobbemalaan;28;;4367  AP;Moleneind                      ;F.J.;;Dijkstra;tonkabeanepq;uCgTw7fq;770890386
Kralinger Verlaat;116;;2995  KV;Andijk                         ;W.V.;;Bakker;srkanjuqi;4WvGM8j5;715012344
Hoge Limiet ;102;b;4112  RS;Baflo                          ;S.;;Brouwer;aslifegoesongs;pnsM3FFk;441824699
Korte Leuvestraat;140;a;7213  LH;Oosterzee                      ;P.;;Dam;jemenskihrb;clYIIlMd;631954776
Perseusstraat;119;;6005  AF;Nijetrijne                     ;T.;;Evers;prelomnomiv;Y37u9mUc;855511515
IJsselmondsehoofd;99;;2613  ID;Schoonrewoerd                  ;M.;;Koster;hockey3348vy;iqT6xd0X;511812279
Arent van 's- Gravesandestraat;133;;3632  TZ;Oost-Zwaagdijk                 ;V.;de;Post;mamelaireac;ABJDhoYt;545046506
Buitenlaan;142;;1302  ER;Deijl, Den                     ;G.;;Janssen;srpkinjayp;JXbsjXFh;387222248
Berkelselaan;60;;6954  NH;Fiemel                         ;E.A.;;Bos;rainaldiow;1ML09Gmr;254042983
Dahliastraat (RZ);5;;7326  VK;Holthe                         ;W.L.H.;;Jong;plensangapk;7fwEsFB4;239787341
1ste Rijnhavenstraat;110;;3633  VF;Hofwegen                       ;M.;van de;Hofman;zandemt;hlGyKF2t;979260346
Stadionbuurt;114;b;8954  SK;Vinkega                        ;V.;van der;Vries;orlifcv;CcWVaBcb;885586487
Meermanstraat;33;bis;1145  DJ;Varsseveld                     ;O.P.;;Ven;tympboyoq;nYlwEHXK;607883868
Hoogvlietsedijk;1;;9174  ZG;Ilp, Den                       ;T.F.;;Brouwer;endungye;Wtpp01tq;941145281
Berglustbrug;9;bis;2511  FL;Amby                           ;K.;;Leeuw;trembolemi;m0Y7P1Ar;583311623
Sint- Janshaven;139;;9587  FJ;Hoorn, Den                     ;N.;van der;Meijer;vyleac;dwmo9zzw;775821457
Molenpad;127;II;9372  EG;Nieuwe Zijlen                  ;E.D.;de;Verhoeven;sohahqy;xU3bBZWy;918856607
Grootzand;125;II;4102  FO;Leons                          ;T.;de;Brink;grinddews;tmYDmr4J;228038029
Spastraat;65;I;6559  DT;Oosteinde                      ;U.;;Vries;kuwalazacy;B3Pq4pSg;724482039
Koningshoofd;64;;2269  UI;Broekkant                      ;T.;de;Veenstra;esazamaol;VfE4Odzl;247972976
Blindeweg;15;bis;3624  HP;Zuideinde                      ;I.;van der;Jacobs;peludasbf;9CxKCuj6;866310903
Nieuwpoort;64;;4944  NU;Loo                            ;P.K.;van de;Willems;uklebeot;QhJdJNWk;635211993
Nieuwe Kerkstraat ;66;;2834  DP;Boksheide                      ;O.;de;Koning;sassykassy23ir;PMLSbD08;358648695
Molenslop;86;;9704  KB;Kade                           ;E.F.;van;Verbeek;ulazedm;SNbH2L40;246267215
Maaike Weezenaarstraat;72;;7216  VO;Oude Molen                     ;G.;van;Laan;cynhwysediz;oAU16d6W;872453650
Tijmweg;18;I;2532  SM;Lapstreek                      ;W.C.;van;Heijden;trosnodzv;uO0dC7yr;316801951
Landfortstraat;120;b;4269  KA;Hoge Mors                      ;O.;;Meijer;laney895ei;Sjk5WucP;272259329
Leen Ventestraat;13;;1454  BM;Hool, Den                      ;R.;;Velden;britbabe12mh;howjazty;891125504
Entrepôtstraat;93;;1569  FG;Jankenberg                     ;V.V.;de;Schouten;bekakilap;anygAEc5;883944340
Toepadbrug;58;;6846  UG;Dierdonk                       ;H.;;Wijk;blatherergj;tmi6sQxl;575407669
Hooimarkt;61;II;9663  BT;Lovendaal                      ;R.;van;Brouwer;otrovuqo;aSq8mDWE;613921926
Ruwaardstraat;114;;1071  ZG;Engwierum                      ;N.;;Vos;burnassummauk;2tXb4qJe;497013551
Gasthuissteeg;78;;1646  WF;Boshoven                       ;I.;de;Kok;rochasobre13gy;NivnWHsq;373357400
Engelbrechtweg;3;II;1337  DR;Hartwerd                       ;M.;de;Jonker;gluurdecn;5LvxC3SM;7660315
Bezemmakerssteeg;38;a;9635  EG;Stolwijkersluis (ged.)         ;O.;;Huisman;is1s4ofx;UjThWQVX;66101128
Parkbrug;74;;1006  EJ;Rijs                           ;I.O.F.;van de;Vink;loegesql;jS0njTC7;358899412
Korte Nieuwstraat ;141;b;3197  HB;Ekamp (ged.)                   ;B.;;Linden;chilisaustz;b8u9OXyT;520342628
Cor Ditewegstraat;35;;1868  UL;Sint Odiliënberg               ;R.Z.;;Sanders;vorcaicu;I4ql7i82;395560639
Iskanderhof;52;;8399  NR;Wolsum                         ;C.;van;Koster;mollklangnb;C2iyRewb;993066021
Pernisserpark;31;;4892  NS;Baalhoek                       ;C.L.;;Visser;ashleymondaydq;7GzpzbwL;678087696
Tegelplaats;119;;1145  DJ;Varsseveld                     ;O.;van;Wal;epikardlh;i1T8Ys1H;539992690
1ste en 2de Coolhavenbrug ;42;;8690  GC;Aalden                         ;U.G.;de;Bakker;linieskipom;wq3CJ0El;163643465
Jaromirhof;2;bis;2321  UB;Obergum                        ;U.I.;;Bruijn;bultou;aXU3brdi;673182058
Noorderhavenkade;60;bis;2760  MK;Hardenberg                     ;H.W.;de;Doorn;acoaratzgw;8MHGXesg;765812915
Hertestraat;25;;6699  JF;Kloetinge                      ;U.J.;van;Broek;fryczep;fmndOnUk;907032023
Drie Haringsteeg;69;;3872  NC;Lattrop                        ;P.P.K.;;Bosch;salarsevu;OWXx7CTh;310004007
Klaasje Zevensterstraat;143;I;1963  ST;Rotterdam                      ;D.;de;Veen;x3blowfishx3gw;zNjKex3l;13442703
Koekoekslaan;96;;2765  LG;Bolgarijen                     ;T.C.;;Dam;elmagovolandoof;jK3hZvxe;930672616
Gaasterlandstraat;64;;1302  ER;Deijl, Den                     ;G.;;Sanders;qoaezirba;RVrFjm18;121287920
Sint Obertussteeg;115;a;3872  NC;Lattrop                        ;I.;;Meijer;shocksocksmanxd;iYEpAxG0;959909849
